ratio_HS_total,ratio_SC_total,ratio_BA_total,ratio_AD_total,ratio_A_BA_total,ratio_A_AD_total,ratio_A_SC_total,ratio_A_HS_total,ratio_B_BA_total,ratio_B_AD_total,ratio_B_SC_total,ratio_B_HS_total,ratio_W_BA_total,ratio_W_AD_total,ratio_W_SC_total,ratio_W_HS_total,ratio_L_BA_total,ratio_L_AD_total,ratio_L_SC_total,ratio_L_HS_total
0.8329718004338394,0.9783080260303688,1.3665943600867678,1.8405639913232104,1.2809110629067244,1.7635574837310195,0.9598698481561823,0.7581344902386117,1.1973969631236443,1.6008676789587852,0.8329718004338394,0.710412147505423,1.4013015184381779,1.880694143167028,1.0,0.8741865509761388,1.1995661605206074,1.6800433839479392,0.8459869848156182,0.7288503253796096
0.8493449781659389,0.980349344978166,1.3744541484716157,1.8580786026200873,1.294759825327511,1.796943231441048,0.9148471615720524,0.7456331877729258,1.175764192139738,1.546943231441048,0.8264192139737991,0.7063318777292577,1.3744541484716157,1.8842794759825328,1.0109170305676856,0.8875545851528385,1.224890829694323,1.7663755458515285,0.8427947598253275,0.7183406113537117
0.8604395604395605,1.0,1.3835164835164835,1.8736263736263736,1.3054945054945055,1.9,0.9274725274725275,0.7681318681318682,1.1516483516483516,1.5,0.8395604395604396,0.7197802197802198,1.4,1.9197802197802198,1.0,0.8879120879120879,1.2516483516483516,1.5384615384615385,0.8802197802197802,0.7197802197802198
0.8553326293558606,0.9736008447729673,1.3875395987328405,1.8268215417106652,1.3157338965153116,1.753959873284055,0.9123548046462513,0.7602956705385427,1.1404435058078142,1.5205913410770855,0.8553326293558606,0.7296726504751848,1.4255543822597676,1.8268215417106652,1.0052798310454065,0.8764519535374868,1.2407602956705386,1.5543822597676875,0.8553326293558606,0.7560718057022175
0.8378099173553719,0.9638429752066116,1.3977272727272727,1.8181818181818181,1.3088842975206612,1.746900826446281,0.9214876033057852,0.7634297520661157,1.2231404958677685,1.572314049586777,0.8367768595041323,0.7272727272727273,1.3977272727272727,1.8181818181818181,1.0,0.8729338842975206,1.2582644628099173,1.677685950413223,0.8378099173553719,0.7272727272727273
0.8335035750766088,0.9601634320735445,1.3687436159346271,1.7364657814096016,1.335035750766088,1.8355464759959141,0.9203268641470889,0.7783452502553626,1.180796731358529,1.4688457609805925,0.8406537282941777,0.7099080694586313,1.397344228804903,1.8028600612870276,0.9897854954034729,0.8539325842696629,1.215526046986721,1.602655771195097,0.8335035750766088,0.6945863125638406
0.8392675483214649,0.9664292980671414,1.3550356052899288,1.7741607324516786,1.342828077314344,1.930824008138352,0.9064089521871821,0.7650050864699899,1.1932858596134284,1.484231943031536,0.8392675483214649,0.7131230925737538,1.399796541200407,1.8056968463886063,1.0,0.854526958290946,1.2115971515768056,1.5493387589013226,0.8728382502543235,0.7385554425228891
0.8448979591836735,0.9979591836734694,1.3938775510204082,1.8224489795918368,1.3306122448979592,1.9173469387755102,0.9316326530612244,0.7846938775510204,1.2295918367346939,1.5346938775510204,0.8418367346938775,0.7346938775510204,1.4387755102040816,1.8510204081632653,0.9979591836734694,0.8653061224489796,1.2469387755102042,1.586734693877551,0.8948979591836734,0.7346938775510204
0.834510595358224,0.9626639757820383,1.3874873864783048,1.7891019172552978,1.2835519677093845,1.8496468213925328,0.9253279515640767,0.7699293642785066,1.218970736629667,1.4772956609485368,0.834510595358224,0.7346115035317861,1.3874873864783048,1.822401614530777,0.9868819374369324,0.8668012108980827,1.3874873864783048,1.7891019172552978,0.9626639757820383,0.834510595358224
0.8386773547094188,0.9549098196392786,1.343687374749499,1.7925851703406814,1.343687374749499,1.9258517034068137,0.8957915831663327,0.7454909819639278,1.1943887775551103,1.5531062124248498,0.8156312625250501,0.7454909819639278,1.374749498997996,1.7925851703406814,0.9859719438877755,0.8697394789579158,1.343687374749499,1.7925851703406814,0.9549098196392786,0.8386773547094188
0.8396793587174348,0.9529058116232465,1.3527054108216432,1.7344689378757514,1.3226452905811623,1.8787575150300602,0.9018036072144289,0.7545090180360722,1.156312625250501,1.503006012024048,0.8086172344689379,0.7114228456913828,1.3867735470941884,1.7695390781563127,0.9769539078156313,0.8657314629258517,1.3527054108216432,1.7344689378757514,0.9529058116232465,0.8396793587174348
0.8427991886409736,0.9553752535496958,1.3752535496957403,1.7647058823529411,1.356997971602434,1.8377281947261663,0.8823529411764706,0.7647058823529411,1.1348884381338742,1.4929006085192698,0.8235294117647058,0.7058823529411765,1.4127789046653143,1.8103448275862069,0.9898580121703854,0.8661257606490872,1.3752535496957403,1.7647058823529411,0.9553752535496958,0.8427991886409736
0.828774062816616,0.961499493414387,1.3738601823708207,1.7710233029381965,1.3738601823708207,1.8125633232016212,0.92806484295846,0.7862208713272543,1.1529888551165146,1.5217831813576495,0.8247213779128673,0.6869300911854104,1.3738601823708207,1.7852077001013171,0.9827760891590679,0.8571428571428571,1.3738601823708207,1.7710233029381965,0.961499493414387,0.828774062816616
0.8151848151848152,0.935064935064935,1.3146853146853146,1.7372627372627372,1.3586413586413586,1.8821178821178821,0.8691308691308691,0.7612387612387612,1.1548451548451548,1.5664335664335665,0.8011988011988012,0.6793206793206793,1.3586413586413586,1.7502497502497503,0.951048951048951,0.8351648351648352,1.3146853146853146,1.7372627372627372,0.935064935064935,0.8151848151848152
0.7891682785299806,0.9100580270793037,1.3152804642166345,1.7456479690522244,1.2891682785299807,1.7891682785299807,0.8549323017408124,0.746615087040619,1.1131528046421664,1.493230174081238,0.7891682785299806,0.683752417794971,1.3152804642166345,1.7707930367504836,0.9400386847195358,0.8288201160541586,1.3152804642166345,1.7456479690522244,0.9100580270793037,0.7891682785299806
0.7805825242718447,0.9106796116504854,1.3009708737864079,1.7514563106796117,1.3009708737864079,1.8757281553398057,0.8718446601941747,0.7495145631067961,1.1252427184466018,1.396116504854369,0.7805825242718447,0.683495145631068,1.3009708737864079,1.7514563106796117,0.9368932038834952,0.8135922330097087,1.3009708737864079,1.7514563106796117,0.9106796116504854,0.7805825242718447
0.806,0.913,1.3,1.75,1.3,1.8,0.875,0.728,1.15,1.4,0.78,0.697,1.349,1.75,0.95,0.832,1.3,1.75,0.913,0.806
0.7962413452027696,0.904055390702275,1.2799208704253215,1.738872403560831,1.3293768545994065,1.8110781404549952,0.8456973293768546,0.7062314540059347,1.0870425321463897,1.536102868447082,0.7537091988130564,0.675568743818002,1.3066271018793274,1.7398615232443126,0.9307616221562809,0.8199802176063303,1.2799208704253215,1.738872403560831,0.904055390702275,0.7962413452027696
0.7996031746031746,0.8998015873015873,1.3224206349206349,1.7311507936507937,1.4126984126984128,1.875,0.8650793650793651,0.7212301587301587,1.2003968253968254,1.5,0.75,0.6746031746031746,1.3224206349206349,1.7311507936507937,0.9295634920634921,0.8253968253968254,1.3224206349206349,1.7311507936507937,0.8998015873015873,0.7996031746031746
0.8051948051948052,0.9050949050949051,1.3106893106893107,1.6993006993006994,1.3876123876123876,1.905094905094905,0.8791208791208791,0.7432567432567433,1.1148851148851149,1.4295704295704297,0.7592407592407593,0.6933066933066933,1.3326673326673326,1.7032967032967032,0.9410589410589411,0.8341658341658341,1.3106893106893107,1.6993006993006994,0.9050949050949051,0.8051948051948052
0.8048289738430584,0.8983903420523138,1.3329979879275653,1.7142857142857142,1.4265593561368208,1.903420523138833,0.8661971830985915,0.7424547283702213,1.1670020120724347,1.4275653923541247,0.7545271629778671,0.6800804828973843,1.3611670020120725,1.7142857142857142,0.93158953722334,0.8360160965794768,1.3329979879275653,1.7142857142857142,0.8983903420523138,0.8048289738430584
0.7943469785575049,0.8918128654970761,1.3255360623781676,1.7144249512670566,1.3723196881091617,1.9444444444444444,0.8557504873294347,0.7407407407407407,1.0701754385964912,1.3723196881091617,0.7612085769980507,0.6686159844054581,1.371345029239766,1.7144249512670566,0.9142300194931774,0.817738791423002,1.3255360623781676,1.7144249512670566,0.8918128654970761,0.7943469785575049
0.7862001943634597,0.8892128279883382,1.3333333333333333,1.6676384839650147,1.446064139941691,1.8911564625850341,0.8668610301263362,0.7230320699708455,1.0670553935860059,1.3780369290573373,0.7687074829931972,0.6656948493683188,1.3343051506316812,1.6676384839650147,0.9251700680272109,0.827016520894072,1.3333333333333333,1.6676384839650147,0.8892128279883382,0.7862001943634597
0.789272030651341,0.8888888888888888,1.2825670498084292,1.6666666666666667,1.3333333333333333,1.8381226053639848,0.8544061302681992,0.7337164750957854,1.068007662835249,1.3888888888888888,0.7222222222222222,0.6666666666666666,1.289272030651341,1.6666666666666667,0.9003831417624522,0.8218390804597702,1.2825670498084292,1.6666666666666667,0.8888888888888888,0.789272030651341
0.7672897196261682,0.8607476635514019,1.2785046728971963,1.638317757009346,1.4336448598130842,1.966355140186916,0.8523364485981308,0.7242990654205608,1.0654205607476634,1.3766355140186917,0.7355140186915888,0.6392523364485981,1.291588785046729,1.638317757009346,0.905607476635514,0.8093457943925234,1.2785046728971963,1.638317757009346,0.8607476635514019,0.7672897196261682
0.7690265486725664,0.8646017699115044,1.2495575221238937,1.6150442477876106,1.3460176991150443,1.9026548672566372,0.8646017699115044,0.7,1.056637168141593,1.3876106194690265,0.7309734513274336,0.6619469026548672,1.2690265486725665,1.6,0.9,0.8,1.2495575221238937,1.6150442477876106,0.8646017699115044,0.7690265486725664
